classification_id,user_name,user_id,workflow_id,task,created_at,subject_id,extractor,data.no-i-don-t-see-any-dolphin-echolocation-here,data.aggregation_version,data.yes-dolphin-echolocation-is-present,data.no-there-are-no-spectral-bands-present,data.yes-i-see-spectral-bands,data.None,data.i-m-not-sure
629771769,378226,2854185.0,28567,T0,2025-04-11 03:22:48 UTC,107912707,question_extractor,1.0,5.2.0,,,,,
629771769,378226,2854185.0,28567,T1,2025-04-11 03:22:48 UTC,107912707,question_extractor,,5.2.0,,,,,
629771782,378226,2854185.0,28567,T0,2025-04-11 03:22:52 UTC,107912630,question_extractor,,5.2.0,1.0,,,,
629771782,378226,2854185.0,28567,T1,2025-04-11 03:22:52 UTC,107912630,question_extractor,,5.2.0,,1.0,,,
629771821,378226,2854185.0,28567,T0,2025-04-11 03:22:58 UTC,107912641,question_extractor,1.0,5.2.0,,,,,
629771821,378226,2854185.0,28567,T1,2025-04-11 03:22:58 UTC,107912641,question_extractor,,5.2.0,,,,,
629771833,378226,2854185.0,28567,T0,2025-04-11 03:23:00 UTC,107912710,question_extractor,1.0,5.2.0,,,,,
629771833,378226,2854185.0,28567,T1,2025-04-11 03:23:00 UTC,107912710,question_extractor,,5.2.0,,,,,
629771841,378226,2854185.0,28567,T0,2025-04-11 03:23:02 UTC,107912674,question_extractor,1.0,5.2.0,,,,,
629771841,378226,2854185.0,28567,T1,2025-04-11 03:23:02 UTC,107912674,question_extractor,,5.2.0,,,,,
629771854,378226,2854185.0,28567,T0,2025-04-11 03:23:04 UTC,107912685,question_extractor,1.0,5.2.0,,,,,
629771854,378226,2854185.0,28567,T1,2025-04-11 03:23:04 UTC,107912685,question_extractor,,5.2.0,,,,,
629771865,378226,2854185.0,28567,T0,2025-04-11 03:23:06 UTC,107912660,question_extractor,1.0,5.2.0,,,,,
629771865,378226,2854185.0,28567,T1,2025-04-11 03:23:06 UTC,107912660,question_extractor,,5.2.0,,,,,
629771886,378226,2854185.0,28567,T0,2025-04-11 03:23:09 UTC,107912627,question_extractor,,5.2.0,1.0,,,,
629771886,378226,2854185.0,28567,T1,2025-04-11 03:23:09 UTC,107912627,question_extractor,,5.2.0,,1.0,,,
629771940,378226,2854185.0,28567,T0,2025-04-11 03:23:19 UTC,107912628,question_extractor,,5.2.0,1.0,,,,
629771940,378226,2854185.0,28567,T1,2025-04-11 03:23:19 UTC,107912628,question_extractor,,5.2.0,,1.0,,,
629772036,378226,2854185.0,28567,T0,2025-04-11 03:23:34 UTC,107912643,question_extractor,,5.2.0,1.0,,,,
629772036,378226,2854185.0,28567,T1,2025-04-11 03:23:34 UTC,107912643,question_extractor,,5.2.0,,,1.0,,
629772051,378226,2854185.0,28567,T0,2025-04-11 03:23:36 UTC,107912712,question_extractor,1.0,5.2.0,,,,,
629772051,378226,2854185.0,28567,T1,2025-04-11 03:23:36 UTC,107912712,question_extractor,,5.2.0,,,,,
629772069,378226,2854185.0,28567,T0,2025-04-11 03:23:39 UTC,107912709,question_extractor,1.0,5.2.0,,,,,
629772069,378226,2854185.0,28567,T1,2025-04-11 03:23:39 UTC,107912709,question_extractor,,5.2.0,,,,,
629772113,378226,2854185.0,28567,T0,2025-04-11 03:23:46 UTC,107912654,question_extractor,,5.2.0,1.0,,,,
629772113,378226,2854185.0,28567,T1,2025-04-11 03:23:46 UTC,107912654,question_extractor,,5.2.0,,1.0,,,
629772126,378226,2854185.0,28567,T0,2025-04-11 03:23:49 UTC,107912648,question_extractor,1.0,5.2.0,,,,,
629772126,378226,2854185.0,28567,T1,2025-04-11 03:23:49 UTC,107912648,question_extractor,,5.2.0,,,,,
629772194,378226,2854185.0,28567,T0,2025-04-11 03:24:02 UTC,107912688,question_extractor,1.0,5.2.0,,,,,
629772194,378226,2854185.0,28567,T1,2025-04-11 03:24:02 UTC,107912688,question_extractor,,5.2.0,,,,,
629772209,378226,2854185.0,28567,T0,2025-04-11 03:24:04 UTC,107912712,question_extractor,1.0,5.2.0,,,,,
629772209,378226,2854185.0,28567,T1,2025-04-11 03:24:04 UTC,107912712,question_extractor,,5.2.0,,,,,
629772215,378226,2854185.0,28567,T0,2025-04-11 03:24:06 UTC,107912635,question_extractor,1.0,5.2.0,,,,,
629772215,378226,2854185.0,28567,T1,2025-04-11 03:24:06 UTC,107912635,question_extractor,,5.2.0,,,,,
629772336,378226,2854185.0,28567,T0,2025-04-11 03:24:41 UTC,107912672,question_extractor,,5.2.0,1.0,,,,
629772336,378226,2854185.0,28567,T1,2025-04-11 03:24:41 UTC,107912672,question_extractor,,5.2.0,,1.0,,,
629772348,378226,2854185.0,28567,T0,2025-04-11 03:24:44 UTC,107912711,question_extractor,1.0,5.2.0,,,,,
629772348,378226,2854185.0,28567,T1,2025-04-11 03:24:44 UTC,107912711,question_extractor,,5.2.0,,,,,
629772354,378226,2854185.0,28567,T0,2025-04-11 03:24:46 UTC,107912639,question_extractor,1.0,5.2.0,,,,,
629772354,378226,2854185.0,28567,T1,2025-04-11 03:24:46 UTC,107912639,question_extractor,,5.2.0,,,,,
629772359,378226,2854185.0,28567,T0,2025-04-11 03:24:48 UTC,107912661,question_extractor,1.0,5.2.0,,,,,
629772359,378226,2854185.0,28567,T1,2025-04-11 03:24:48 UTC,107912661,question_extractor,,5.2.0,,,,,
629772369,378226,2854185.0,28567,T0,2025-04-11 03:24:49 UTC,107912656,question_extractor,1.0,5.2.0,,,,,
629772369,378226,2854185.0,28567,T1,2025-04-11 03:24:49 UTC,107912656,question_extractor,,5.2.0,,,,,
629772401,378226,2854185.0,28567,T0,2025-04-11 03:25:00 UTC,107912671,question_extractor,,5.2.0,1.0,,,,
629772401,378226,2854185.0,28567,T1,2025-04-11 03:25:00 UTC,107912671,question_extractor,,5.2.0,,,1.0,,
629772418,378226,2854185.0,28567,T0,2025-04-11 03:25:04 UTC,107912690,question_extractor,,5.2.0,1.0,,,,
629772418,378226,2854185.0,28567,T1,2025-04-11 03:25:04 UTC,107912690,question_extractor,,5.2.0,,1.0,,,
629772429,378226,2854185.0,28567,T0,2025-04-11 03:25:07 UTC,107912704,question_extractor,1.0,5.2.0,,,,,
629772429,378226,2854185.0,28567,T1,2025-04-11 03:25:07 UTC,107912704,question_extractor,,5.2.0,,,,,
629772442,378226,2854185.0,28567,T0,2025-04-11 03:25:11 UTC,107912677,question_extractor,,5.2.0,1.0,,,,
629772442,378226,2854185.0,28567,T1,2025-04-11 03:25:11 UTC,107912677,question_extractor,,5.2.0,,1.0,,,
629772460,378226,2854185.0,28567,T0,2025-04-11 03:25:17 UTC,107912657,question_extractor,,5.2.0,1.0,,,,
629772460,378226,2854185.0,28567,T1,2025-04-11 03:25:17 UTC,107912657,question_extractor,,5.2.0,,1.0,,,
629772481,378226,2854185.0,28567,T0,2025-04-11 03:25:25 UTC,107912634,question_extractor,1.0,5.2.0,,,,,
629772481,378226,2854185.0,28567,T1,2025-04-11 03:25:25 UTC,107912634,question_extractor,,5.2.0,,,,,
629772489,378226,2854185.0,28567,T0,2025-04-11 03:25:27 UTC,107912632,question_extractor,1.0,5.2.0,,,,,
629772489,378226,2854185.0,28567,T1,2025-04-11 03:25:27 UTC,107912632,question_extractor,,5.2.0,,,,,
629772501,378226,2854185.0,28567,T0,2025-04-11 03:25:29 UTC,107912640,question_extractor,1.0,5.2.0,,,,,
629772501,378226,2854185.0,28567,T1,2025-04-11 03:25:29 UTC,107912640,question_extractor,,5.2.0,,,,,
629772517,378226,2854185.0,28567,T0,2025-04-11 03:25:34 UTC,107912626,question_extractor,,5.2.0,1.0,,,,
629772517,378226,2854185.0,28567,T1,2025-04-11 03:25:34 UTC,107912626,question_extractor,,5.2.0,,1.0,,,
629772558,378226,2854185.0,28567,T0,2025-04-11 03:25:43 UTC,107912651,question_extractor,,5.2.0,1.0,,,,
629772558,378226,2854185.0,28567,T1,2025-04-11 03:25:43 UTC,107912651,question_extractor,,5.2.0,,1.0,,,
629772567,378226,2854185.0,28567,T0,2025-04-11 03:25:45 UTC,107912648,question_extractor,1.0,5.2.0,,,,,
629772567,378226,2854185.0,28567,T1,2025-04-11 03:25:45 UTC,107912648,question_extractor,,5.2.0,,,,,
629772577,378226,2854185.0,28567,T0,2025-04-11 03:25:48 UTC,107912685,question_extractor,1.0,5.2.0,,,,,
629772577,378226,2854185.0,28567,T1,2025-04-11 03:25:48 UTC,107912685,question_extractor,,5.2.0,,,,,
629772597,378226,2854185.0,28567,T0,2025-04-11 03:25:53 UTC,107912642,question_extractor,1.0,5.2.0,,,,,
629772597,378226,2854185.0,28567,T1,2025-04-11 03:25:53 UTC,107912642,question_extractor,,5.2.0,,,,,
629772603,378226,2854185.0,28567,T0,2025-04-11 03:25:54 UTC,107912634,question_extractor,1.0,5.2.0,,,,,
629772603,378226,2854185.0,28567,T1,2025-04-11 03:25:54 UTC,107912634,question_extractor,,5.2.0,,,,,
629772610,378226,2854185.0,28567,T0,2025-04-11 03:25:56 UTC,107912698,question_extractor,1.0,5.2.0,,,,,
629772610,378226,2854185.0,28567,T1,2025-04-11 03:25:56 UTC,107912698,question_extractor,,5.2.0,,,,,
629772636,378226,2854185.0,28567,T0,2025-04-11 03:26:03 UTC,107912717,question_extractor,,5.2.0,1.0,,,,
629772636,378226,2854185.0,28567,T1,2025-04-11 03:26:03 UTC,107912717,question_extractor,,5.2.0,,1.0,,,
629772795,378226,2854185.0,28567,T0,2025-04-11 03:26:44 UTC,107912693,question_extractor,,5.2.0,1.0,,,,
629772795,378226,2854185.0,28567,T1,2025-04-11 03:26:44 UTC,107912693,question_extractor,,5.2.0,,,1.0,,
629772811,378226,2854185.0,28567,T0,2025-04-11 03:26:47 UTC,107912674,question_extractor,1.0,5.2.0,,,,,
629772811,378226,2854185.0,28567,T1,2025-04-11 03:26:47 UTC,107912674,question_extractor,,5.2.0,,,,,
629772828,378226,2854185.0,28567,T0,2025-04-11 03:26:50 UTC,107912671,question_extractor,,5.2.0,1.0,,,,
629772828,378226,2854185.0,28567,T1,2025-04-11 03:26:50 UTC,107912671,question_extractor,,5.2.0,,,1.0,,
629772846,378226,2854185.0,28567,T0,2025-04-11 03:26:54 UTC,107912654,question_extractor,,5.2.0,1.0,,,,
629772846,378226,2854185.0,28567,T1,2025-04-11 03:26:54 UTC,107912654,question_extractor,,5.2.0,,1.0,,,
629772855,378226,2854185.0,28567,T0,2025-04-11 03:26:56 UTC,107912707,question_extractor,1.0,5.2.0,,,,,
629772855,378226,2854185.0,28567,T1,2025-04-11 03:26:56 UTC,107912707,question_extractor,,5.2.0,,,,,
629772869,378226,2854185.0,28567,T0,2025-04-11 03:26:58 UTC,107912656,question_extractor,1.0,5.2.0,,,,,
629772869,378226,2854185.0,28567,T1,2025-04-11 03:26:58 UTC,107912656,question_extractor,,5.2.0,,,,,
629772874,378226,2854185.0,28567,T0,2025-04-11 03:26:59 UTC,107912705,question_extractor,1.0,5.2.0,,,,,
629772874,378226,2854185.0,28567,T1,2025-04-11 03:26:59 UTC,107912705,question_extractor,,5.2.0,,,,,
629772885,378226,2854185.0,28567,T0,2025-04-11 03:27:01 UTC,107912706,question_extractor,1.0,5.2.0,,,,,
629772885,378226,2854185.0,28567,T1,2025-04-11 03:27:01 UTC,107912706,question_extractor,,5.2.0,,,,,
629772928,378226,2854185.0,28567,T0,2025-04-11 03:27:11 UTC,107912650,question_extractor,,5.2.0,1.0,,,,
629772928,378226,2854185.0,28567,T1,2025-04-11 03:27:11 UTC,107912650,question_extractor,,5.2.0,,1.0,,,
629772944,378226,2854185.0,28567,T0,2025-04-11 03:27:14 UTC,107912652,question_extractor,,5.2.0,1.0,,,,
629772944,378226,2854185.0,28567,T1,2025-04-11 03:27:14 UTC,107912652,question_extractor,,5.2.0,,1.0,,,
629772957,378226,2854185.0,28567,T0,2025-04-11 03:27:19 UTC,107912630,question_extractor,,5.2.0,1.0,,,,
629772957,378226,2854185.0,28567,T1,2025-04-11 03:27:19 UTC,107912630,question_extractor,,5.2.0,,1.0,,,
629772982,378226,2854185.0,28567,T0,2025-04-11 03:27:27 UTC,107912677,question_extractor,,5.2.0,1.0,,,,
629772982,378226,2854185.0,28567,T1,2025-04-11 03:27:27 UTC,107912677,question_extractor,,5.2.0,,1.0,,,
629773025,378226,2854185.0,28567,T0,2025-04-11 03:27:39 UTC,107912646,question_extractor,,5.2.0,1.0,,,,
629773025,378226,2854185.0,28567,T1,2025-04-11 03:27:39 UTC,107912646,question_extractor,,5.2.0,,,1.0,,
629773738,378226,2854185.0,28567,T0,2025-04-11 03:31:39 UTC,107912656,question_extractor,1.0,5.2.0,,,,,
629773738,378226,2854185.0,28567,T1,2025-04-11 03:31:39 UTC,107912656,question_extractor,,5.2.0,,,,,
629784696,evann_yii,2843173.0,28567,T0,2025-04-11 04:35:59 UTC,107912644,question_extractor,,5.2.0,,,,,1.0
629784696,evann_yii,2843173.0,28567,T1,2025-04-11 04:35:59 UTC,107912644,question_extractor,,5.2.0,,,,,
629784711,evann_yii,2843173.0,28567,T0,2025-04-11 04:36:08 UTC,107912816,question_extractor,1.0,5.2.0,,,,,
629784711,evann_yii,2843173.0,28567,T1,2025-04-11 04:36:08 UTC,107912816,question_extractor,,5.2.0,,,,,
629784767,evann_yii,2843173.0,28567,T0,2025-04-11 04:36:44 UTC,107912881,question_extractor,,5.2.0,1.0,,,,
629784767,evann_yii,2843173.0,28567,T1,2025-04-11 04:36:44 UTC,107912881,question_extractor,,5.2.0,,,1.0,,
629784793,evann_yii,2843173.0,28567,T0,2025-04-11 04:36:57 UTC,107912901,question_extractor,1.0,5.2.0,,,,,
629784793,evann_yii,2843173.0,28567,T1,2025-04-11 04:36:57 UTC,107912901,question_extractor,,5.2.0,,,,,
629784800,evann_yii,2843173.0,28567,T0,2025-04-11 04:37:01 UTC,107912851,question_extractor,1.0,5.2.0,,,,,
629784800,evann_yii,2843173.0,28567,T1,2025-04-11 04:37:01 UTC,107912851,question_extractor,,5.2.0,,,,,
629784811,evann_yii,2843173.0,28567,T0,2025-04-11 04:37:06 UTC,107912805,question_extractor,1.0,5.2.0,,,,,
629784811,evann_yii,2843173.0,28567,T1,2025-04-11 04:37:06 UTC,107912805,question_extractor,,5.2.0,,,,,
629784818,evann_yii,2843173.0,28567,T0,2025-04-11 04:37:08 UTC,107912775,question_extractor,1.0,5.2.0,,,,,
629784818,evann_yii,2843173.0,28567,T1,2025-04-11 04:37:08 UTC,107912775,question_extractor,,5.2.0,,,,,
629784824,evann_yii,2843173.0,28567,T0,2025-04-11 04:37:12 UTC,107912710,question_extractor,1.0,5.2.0,,,,,
629784824,evann_yii,2843173.0,28567,T1,2025-04-11 04:37:12 UTC,107912710,question_extractor,,5.2.0,,,,,
629784829,evann_yii,2843173.0,28567,T0,2025-04-11 04:37:14 UTC,107912661,question_extractor,1.0,5.2.0,,,,,
629784829,evann_yii,2843173.0,28567,T1,2025-04-11 04:37:14 UTC,107912661,question_extractor,,5.2.0,,,,,
629784839,evann_yii,2843173.0,28567,T0,2025-04-11 04:37:18 UTC,107912670,question_extractor,,5.2.0,1.0,,,,
629784839,evann_yii,2843173.0,28567,T1,2025-04-11 04:37:18 UTC,107912670,question_extractor,,5.2.0,,,1.0,,
629784845,evann_yii,2843173.0,28567,T0,2025-04-11 04:37:22 UTC,107912939,question_extractor,,5.2.0,1.0,,,,
629784845,evann_yii,2843173.0,28567,T1,2025-04-11 04:37:22 UTC,107912939,question_extractor,,5.2.0,,1.0,,,
629784852,evann_yii,2843173.0,28567,T0,2025-04-11 04:37:25 UTC,107912860,question_extractor,1.0,5.2.0,,,,,
629784852,evann_yii,2843173.0,28567,T1,2025-04-11 04:37:25 UTC,107912860,question_extractor,,5.2.0,,,,,
629784856,evann_yii,2843173.0,28567,T0,2025-04-11 04:37:27 UTC,107912871,question_extractor,1.0,5.2.0,,,,,
629784856,evann_yii,2843173.0,28567,T1,2025-04-11 04:37:27 UTC,107912871,question_extractor,,5.2.0,,,,,
629784863,evann_yii,2843173.0,28567,T0,2025-04-11 04:37:30 UTC,107912889,question_extractor,1.0,5.2.0,,,,,
629784863,evann_yii,2843173.0,28567,T1,2025-04-11 04:37:30 UTC,107912889,question_extractor,,5.2.0,,,,,
629784867,evann_yii,2843173.0,28567,T0,2025-04-11 04:37:32 UTC,107912642,question_extractor,1.0,5.2.0,,,,,
629784867,evann_yii,2843173.0,28567,T1,2025-04-11 04:37:32 UTC,107912642,question_extractor,,5.2.0,,,,,
629784874,evann_yii,2843173.0,28567,T0,2025-04-11 04:37:35 UTC,107912719,question_extractor,,5.2.0,,,,,1.0
629784874,evann_yii,2843173.0,28567,T1,2025-04-11 04:37:35 UTC,107912719,question_extractor,,5.2.0,,,,,
629784879,evann_yii,2843173.0,28567,T0,2025-04-11 04:37:38 UTC,107912947,question_extractor,1.0,5.2.0,,,,,
629784879,evann_yii,2843173.0,28567,T1,2025-04-11 04:37:38 UTC,107912947,question_extractor,,5.2.0,,,,,
629784891,evann_yii,2843173.0,28567,T0,2025-04-11 04:37:42 UTC,107912621,question_extractor,,5.2.0,1.0,,,,
629784891,evann_yii,2843173.0,28567,T1,2025-04-11 04:37:42 UTC,107912621,question_extractor,,5.2.0,,1.0,,,
629784901,evann_yii,2843173.0,28567,T0,2025-04-11 04:37:45 UTC,107912733,question_extractor,1.0,5.2.0,,,,,
629784901,evann_yii,2843173.0,28567,T1,2025-04-11 04:37:45 UTC,107912733,question_extractor,,5.2.0,,,,,
629784904,evann_yii,2843173.0,28567,T0,2025-04-11 04:37:48 UTC,107912946,question_extractor,1.0,5.2.0,,,,,
629784904,evann_yii,2843173.0,28567,T1,2025-04-11 04:37:48 UTC,107912946,question_extractor,,5.2.0,,,,,
629784912,evann_yii,2843173.0,28567,T0,2025-04-11 04:37:50 UTC,107912876,question_extractor,1.0,5.2.0,,,,,
629784912,evann_yii,2843173.0,28567,T1,2025-04-11 04:37:50 UTC,107912876,question_extractor,,5.2.0,,,,,
629784918,evann_yii,2843173.0,28567,T0,2025-04-11 04:37:53 UTC,107912951,question_extractor,1.0,5.2.0,,,,,
629784918,evann_yii,2843173.0,28567,T1,2025-04-11 04:37:53 UTC,107912951,question_extractor,,5.2.0,,,,,
629784936,evann_yii,2843173.0,28567,T0,2025-04-11 04:38:00 UTC,107912880,question_extractor,1.0,5.2.0,,,,,
629784936,evann_yii,2843173.0,28567,T1,2025-04-11 04:38:00 UTC,107912880,question_extractor,,5.2.0,,,,,
629784939,evann_yii,2843173.0,28567,T0,2025-04-11 04:38:02 UTC,107912858,question_extractor,1.0,5.2.0,,,,,
629784939,evann_yii,2843173.0,28567,T1,2025-04-11 04:38:02 UTC,107912858,question_extractor,,5.2.0,,,,,
629785235,evann_yii,2843173.0,28567,T0,2025-04-11 04:40:33 UTC,107912925,question_extractor,1.0,5.2.0,,,,,
629785235,evann_yii,2843173.0,28567,T1,2025-04-11 04:40:33 UTC,107912925,question_extractor,,5.2.0,,,,,
629785242,evann_yii,2843173.0,28567,T0,2025-04-11 04:40:36 UTC,107912919,question_extractor,1.0,5.2.0,,,,,
629785242,evann_yii,2843173.0,28567,T1,2025-04-11 04:40:36 UTC,107912919,question_extractor,,5.2.0,,,,,
629785245,evann_yii,2843173.0,28567,T0,2025-04-11 04:40:39 UTC,107912933,question_extractor,1.0,5.2.0,,,,,
629785245,evann_yii,2843173.0,28567,T1,2025-04-11 04:40:39 UTC,107912933,question_extractor,,5.2.0,,,,,
629799906,jlu392,2852803.0,28567,T0,2025-04-11 06:46:25 UTC,107912896,question_extractor,1.0,5.2.0,,,,,
629799906,jlu392,2852803.0,28567,T1,2025-04-11 06:46:25 UTC,107912896,question_extractor,,5.2.0,,,,,
629799963,jlu392,2852803.0,28567,T0,2025-04-11 06:46:44 UTC,107912941,question_extractor,1.0,5.2.0,,,,,
629799963,jlu392,2852803.0,28567,T1,2025-04-11 06:46:44 UTC,107912941,question_extractor,,5.2.0,,,,,
629800034,jlu392,2852803.0,28567,T0,2025-04-11 06:47:09 UTC,107912677,question_extractor,,5.2.0,1.0,,,,
629800034,jlu392,2852803.0,28567,T1,2025-04-11 06:47:09 UTC,107912677,question_extractor,,5.2.0,,,1.0,,
629800097,jlu392,2852803.0,28567,T0,2025-04-11 06:47:31 UTC,107912907,question_extractor,,5.2.0,1.0,,,,
629800097,jlu392,2852803.0,28567,T1,2025-04-11 06:47:31 UTC,107912907,question_extractor,,5.2.0,,,1.0,,
629800109,jlu392,2852803.0,28567,T0,2025-04-11 06:47:36 UTC,107912928,question_extractor,1.0,5.2.0,,,,,
629800109,jlu392,2852803.0,28567,T1,2025-04-11 06:47:36 UTC,107912928,question_extractor,,5.2.0,,,,,
629800132,jlu392,2852803.0,28567,T0,2025-04-11 06:47:44 UTC,107912864,question_extractor,,5.2.0,1.0,,,,
629800132,jlu392,2852803.0,28567,T1,2025-04-11 06:47:44 UTC,107912864,question_extractor,,5.2.0,,,1.0,,
629800179,jlu392,2852803.0,28567,T0,2025-04-11 06:48:03 UTC,107912793,question_extractor,,5.2.0,1.0,,,,
629800179,jlu392,2852803.0,28567,T1,2025-04-11 06:48:03 UTC,107912793,question_extractor,,5.2.0,,1.0,,,
629800205,jlu392,2852803.0,28567,T0,2025-04-11 06:48:12 UTC,107912723,question_extractor,,5.2.0,1.0,,,,
629800205,jlu392,2852803.0,28567,T1,2025-04-11 06:48:12 UTC,107912723,question_extractor,,5.2.0,,1.0,,,
629800220,jlu392,2852803.0,28567,T0,2025-04-11 06:48:17 UTC,107912876,question_extractor,1.0,5.2.0,,,,,
629800220,jlu392,2852803.0,28567,T1,2025-04-11 06:48:17 UTC,107912876,question_extractor,,5.2.0,,,,,
629800234,jlu392,2852803.0,28567,T0,2025-04-11 06:48:22 UTC,107912782,question_extractor,1.0,5.2.0,,,,,
629800234,jlu392,2852803.0,28567,T1,2025-04-11 06:48:22 UTC,107912782,question_extractor,,5.2.0,,,,,
629800243,jlu392,2852803.0,28567,T0,2025-04-11 06:48:26 UTC,107912733,question_extractor,1.0,5.2.0,,,,,
629800243,jlu392,2852803.0,28567,T1,2025-04-11 06:48:26 UTC,107912733,question_extractor,,5.2.0,,,,,
629800280,jlu392,2852803.0,28567,T0,2025-04-11 06:48:40 UTC,107912943,question_extractor,,5.2.0,1.0,,,,
629800280,jlu392,2852803.0,28567,T1,2025-04-11 06:48:40 UTC,107912943,question_extractor,,5.2.0,,1.0,,,
629800328,jlu392,2852803.0,28567,T0,2025-04-11 06:48:59 UTC,107912625,question_extractor,,5.2.0,1.0,,,,
629800328,jlu392,2852803.0,28567,T1,2025-04-11 06:48:59 UTC,107912625,question_extractor,,5.2.0,,1.0,,,
629800421,jlu392,2852803.0,28567,T0,2025-04-11 06:49:30 UTC,107912630,question_extractor,,5.2.0,1.0,,,,
629800421,jlu392,2852803.0,28567,T1,2025-04-11 06:49:30 UTC,107912630,question_extractor,,5.2.0,,1.0,,,
629800468,jlu392,2852803.0,28567,T0,2025-04-11 06:49:44 UTC,107912809,question_extractor,1.0,5.2.0,,,,,
629800468,jlu392,2852803.0,28567,T1,2025-04-11 06:49:44 UTC,107912809,question_extractor,,5.2.0,,,,,
629800489,jlu392,2852803.0,28567,T0,2025-04-11 06:49:51 UTC,107912917,question_extractor,,5.2.0,1.0,,,,
629800489,jlu392,2852803.0,28567,T1,2025-04-11 06:49:51 UTC,107912917,question_extractor,,5.2.0,,,1.0,,
629800636,jlu392,2852803.0,28567,T0,2025-04-11 06:50:39 UTC,107912715,question_extractor,,5.2.0,1.0,,,,
629800636,jlu392,2852803.0,28567,T1,2025-04-11 06:50:39 UTC,107912715,question_extractor,,5.2.0,,1.0,,,
629800655,jlu392,2852803.0,28567,T0,2025-04-11 06:50:46 UTC,107912857,question_extractor,1.0,5.2.0,,,,,
629800655,jlu392,2852803.0,28567,T1,2025-04-11 06:50:46 UTC,107912857,question_extractor,,5.2.0,,,,,
629800664,jlu392,2852803.0,28567,T0,2025-04-11 06:50:48 UTC,107912697,question_extractor,1.0,5.2.0,,,,,
629800664,jlu392,2852803.0,28567,T1,2025-04-11 06:50:48 UTC,107912697,question_extractor,,5.2.0,,,,,
629800678,jlu392,2852803.0,28567,T0,2025-04-11 06:50:52 UTC,107912645,question_extractor,1.0,5.2.0,,,,,
629800678,jlu392,2852803.0,28567,T1,2025-04-11 06:50:52 UTC,107912645,question_extractor,,5.2.0,,,,,
629815292,davidalcala4,2835951.0,28567,T0,2025-04-11 08:46:47 UTC,107912807,question_extractor,,5.2.0,1.0,,,,
629815292,davidalcala4,2835951.0,28567,T1,2025-04-11 08:46:47 UTC,107912807,question_extractor,,5.2.0,,1.0,,,
629815390,davidalcala4,2835951.0,28567,T0,2025-04-11 08:47:32 UTC,107912791,question_extractor,,5.2.0,1.0,,,,
629815390,davidalcala4,2835951.0,28567,T1,2025-04-11 08:47:32 UTC,107912791,question_extractor,,5.2.0,,1.0,,,
629815425,davidalcala4,2835951.0,28567,T0,2025-04-11 08:47:48 UTC,107912843,question_extractor,,5.2.0,1.0,,,,
629815425,davidalcala4,2835951.0,28567,T1,2025-04-11 08:47:48 UTC,107912843,question_extractor,,5.2.0,,1.0,,,
629815440,davidalcala4,2835951.0,28567,T0,2025-04-11 08:47:54 UTC,107912873,question_extractor,1.0,5.2.0,,,,,
629815440,davidalcala4,2835951.0,28567,T1,2025-04-11 08:47:54 UTC,107912873,question_extractor,,5.2.0,,,,,
629815472,davidalcala4,2835951.0,28567,T0,2025-04-11 08:48:09 UTC,107912909,question_extractor,,5.2.0,1.0,,,,
629815472,davidalcala4,2835951.0,28567,T1,2025-04-11 08:48:09 UTC,107912909,question_extractor,,5.2.0,,1.0,,,
629815547,davidalcala4,2835951.0,28567,T0,2025-04-11 08:48:43 UTC,107912894,question_extractor,,5.2.0,1.0,,,,
629815547,davidalcala4,2835951.0,28567,T1,2025-04-11 08:48:43 UTC,107912894,question_extractor,,5.2.0,,1.0,,,
629815572,davidalcala4,2835951.0,28567,T0,2025-04-11 08:48:53 UTC,107912835,question_extractor,,5.2.0,1.0,,,,
629815572,davidalcala4,2835951.0,28567,T1,2025-04-11 08:48:53 UTC,107912835,question_extractor,,5.2.0,,1.0,,,
629815604,davidalcala4,2835951.0,28567,T0,2025-04-11 08:49:06 UTC,107912881,question_extractor,,5.2.0,1.0,,,,
629815604,davidalcala4,2835951.0,28567,T1,2025-04-11 08:49:06 UTC,107912881,question_extractor,,5.2.0,,1.0,,,
629815616,davidalcala4,2835951.0,28567,T0,2025-04-11 08:49:10 UTC,107912780,question_extractor,1.0,5.2.0,,,,,
629815616,davidalcala4,2835951.0,28567,T1,2025-04-11 08:49:10 UTC,107912780,question_extractor,,5.2.0,,,,,
629815625,davidalcala4,2835951.0,28567,T0,2025-04-11 08:49:14 UTC,107912713,question_extractor,1.0,5.2.0,,,,,
629815625,davidalcala4,2835951.0,28567,T1,2025-04-11 08:49:14 UTC,107912713,question_extractor,,5.2.0,,,,,
629815645,davidalcala4,2835951.0,28567,T0,2025-04-11 08:49:22 UTC,107912847,question_extractor,1.0,5.2.0,,,,,
629815645,davidalcala4,2835951.0,28567,T1,2025-04-11 08:49:22 UTC,107912847,question_extractor,,5.2.0,,,,,
629815660,davidalcala4,2835951.0,28567,T0,2025-04-11 08:49:27 UTC,107912917,question_extractor,,5.2.0,1.0,,,,
629815660,davidalcala4,2835951.0,28567,T1,2025-04-11 08:49:27 UTC,107912917,question_extractor,,5.2.0,,1.0,,,
629815670,davidalcala4,2835951.0,28567,T0,2025-04-11 08:49:32 UTC,107912773,question_extractor,1.0,5.2.0,,,,,
629815670,davidalcala4,2835951.0,28567,T1,2025-04-11 08:49:32 UTC,107912773,question_extractor,,5.2.0,,,,,
